cWorldSize;cNodeCount;cSeed;cAlgoId;cAlgoName;cAlgoMode;cKtcParameterK;cMinimumDistanceThresholdInMeters;iter;simulationTimeInMinutes;totalTimeInMinutes;nodeCountTotal;nodeCountEmpty;nodeCountAlive;edgeCountTotal;nodeOutdegreeAvg;numSCCsOutput;numSCCsInput;nodeCountReachableFromBaseStation;nodeCountInFacade;edgeCountInFacade;hopSpannerAvg;hopSpannerMax;tcTimeInMillis;tcLSMCountTotal;tcLSMCountAct;tcLSMCountInact;tcLSMCountClassification;tcLSMCountUnclassification;tcLSMCountEffective;ceTimeInMillis;ceRuleCountTotal;ceLSMCountTotal;ceLSMCountUnclassification;ceLSMCountEffective;ceLSMsPerRule;ceNodeAddtionCount;ceNodeRemovalCount;ceEdgeAdditionCount;ceEdgeRemovalCount;ceDistanceModCount;ceRemainingEnergyModCount;ceRequiredPowerModCount;statTimeInMillis;energyLevelAvg;energyLevelMin;energyLevelMax;energyPercentageAvg;energyPercentageMin;energyPercentageMax;tcViolationCount;ceCheckTimeInMillis;tcCheckTimeInMillis;remainingLifetimeMean;remainingLifetimeStddev;lifetimeOneKey;lifetimeFirstQuartileKey;lifetimeSecondQuartileKey;lifetimeThirdQuartileKey;lifetimeAllKey
300;101;3;1;D_KTC;B;1.41;0.0;1;1.000;0.01;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;201.00;4048;270;3778;4048;0;4048;230.00;4149;4048;4048;4048;0;101;0;4048;0;0;0;0;32.00;9984135681.08;41111997.66;1000000000000.00;64.95;31.62;100.00;0;1.00;50.00;41286.75;411443.31;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;3;1;D_KTC;B;1.41;0.0;2;2.000;0.11;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;143.00;4048;270;3778;4048;0;4048;62.00;16395;0;0;0;0;0;0;0;0;4048;0;4048;15.00;9983719351.38;40788241.29;999998940456.14;64.64;31.38;100.00;0;0.00;55.00;41286.75;411443.31;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;3;1;D_KTC;B;1.41;0.0;3;3.000;0.20;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;100.00;4048;270;3778;4048;0;4048;45.00;16198;0;0;0;0;0;0;0;0;4048;0;4048;10.00;9983079094.06;40334674.89;999996877876.01;64.16;31.03;100.00;0;1.00;47.00;41286.19;411443.36;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;3;1;D_KTC;B;1.41;0.0;4;4.000;0.28;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;78.00;4048;270;3778;4048;0;4048;21.00;16197;0;0;0;0;0;0;0;0;4048;0;4048;10.00;9982438681.18;39457201.75;999994785590.71;63.68;30.35;100.00;0;0.00;46.00;41285.82;411443.40;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;3;1;D_KTC;B;1.41;0.0;5;5.000;0.37;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;77.00;4048;270;3778;4048;0;4048;26.00;16206;0;0;0;0;0;0;0;0;4048;0;4048;10.00;9981798860.03;37746894.51;999992756931.18;63.21;29.04;100.00;0;0.00;45.00;41283.44;411443.64;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;3;1;D_KTC;B;1.41;0.0;6;6.000;0.46;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;77.00;4048;270;3778;4048;0;4048;22.00;16202;0;0;0;0;0;0;0;0;4048;0;4048;9.00;9981157240.58;36023377.48;999990715454.24;62.73;27.71;100.00;0;0.00;45.00;41282.15;411443.77;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;3;1;D_KTC;B;1.41;0.0;7;7.000;0.55;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;80.00;4048;270;3778;4048;0;4048;23.00;16210;0;0;0;0;0;0;0;0;4048;0;4048;8.00;9980517581.35;34312549.83;999988661768.22;62.25;26.39;100.00;0;0.00;44.00;41279.39;411444.05;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;3;1;D_KTC;B;1.41;0.0;8;8.000;0.63;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;84.00;4048;270;3778;4048;0;4048;20.00;16206;0;0;0;0;0;0;0;0;4048;0;4048;9.00;9979877197.66;32604320.47;999986604244.48;61.77;25.08;100.00;0;0.00;44.00;41277.14;411444.27;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;3;1;D_KTC;B;1.41;0.0;9;9.000;0.72;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;80.00;4048;270;3778;4048;0;4048;20.00;16210;0;0;0;0;0;0;0;0;4048;0;4048;8.00;9979236809.13;30881474.54;999984545153.65;61.30;23.75;100.00;0;0.00;44.00;41274.35;411444.55;-1.00;-1.00;-1.00;-1.00;-1.00
300;101;3;1;D_KTC;B;1.41;0.0;10;10.000;0.81;101;0;101;4048;40.1;1;1;101.00;101;4048;4.37;11.00;81.00;4048;270;3778;4048;0;4048;21.00;16208;0;0;0;0;0;0;0;0;4048;0;4048;9.00;9978597076.34;29175818.09;999982494135.65;60.82;22.44;100.00;0;0.00;43.00;41272.33;411444.75;-1.00;-1.00;-1.00;-1.00;-1.00
